Order Id,Payment Method,Phone No.,Place Name,Ref Num,Region,Sku,SSN,State,Status,User Name,Year,Zip,Age,Discount Amount,Discount Percent,Price,Qty Ordered,Total,Value
ORD100346,Cash on Delivery,+916177628238,Hyderabad,REF42975,West,SKU5677,IN310194,Manipur,Cancelled,user_346,FY2020-21,584539,36,1378,29,87934,3,262424,266444.36865082633
ORD100347,Credit Card,+917284861029,Chennai,REF82355,Central,SKU6445,IN137425,Manipur,Delivered,user_347,FY2020-21,327491,35,1150,40,73761,1,72611,79250.7195387092
ORD100348,Cash on Delivery,+917437427553,Kolkata,REF11627,West,SKU6220,IN805159,Manipur,Shipped,user_348,FY2020-21,707376,26,1791,40,7512,2,13233,12505.406542044093
ORD100349,Credit Card,+919198435663,Chennai,REF38474,East,SKU5481,IN305749,Tamil Nadu,Returned,user_349,FY2020-21,674035,26,2366,48,27544,1,25178,23442.245153181302
ORD100350,Debit Card,+919684749178,Ahmedabad,REF36859,East,SKU9738,IN668608,Assam,Shipped,user_350,FY2020-21,983173,36,2767,39,38657,1,35890,38045.29406959455
ORD100351,Credit Card,+919558786735,Hyderabad,REF74291,South,SKU7872,IN923986,Karnataka,Cancelled,user_351,FY2020-21,620406,43,3485,36,47282,3,138361,125456.19418662903
ORD100352,UPI,+917079647921,Ahmedabad,REF22869,North,SKU4455,IN504878,Punjab,Delivered,user_352,FY2020-21,414691,43,2203,13,95121,1,92918,98763.7343855724
ORD100353,UPI,+916652899464,Pune,REF77699,East,SKU6002,IN281633,Nagaland,Cancelled,user_353,FY2020-21,560925,46,4371,12,18618,4,70101,64780.633842887975
ORD100354,Debit Card,+919075021898,Jaipur,REF26032,West,SKU1156,IN922833,Tamil Nadu,Returned,user_354,FY2020-21,231063,55,2147,23,66105,4,262273,269890.0637588079
ORD100355,Net Banking,+917151052843,Ahmedabad,REF23145,East,SKU7285,IN968302,Himachal Pradesh,Delivered,user_355,FY2020-21,259620,28,1169,19,71775,1,70606,65352.9046011449
ORD100356,Net Banking,+916643840348,Delhi,REF53718,North,SKU6557,IN646285,Telangana,Delivered,user_356,FY2020-21,310453,44,4798,15,99479,4,393118,370985.74473307235
ORD100357,Net Banking,+916124454883,Chennai,REF24725,Central,SKU1368,IN361786,Goa,Cancelled,user_357,FY2020-21,230937,51,1584,29,98954,1,97370,101961.11699998831
ORD100358,Net Banking,+916882947303,Delhi,REF32572,North,SKU9026,IN450459,Punjab,Shipped,user_358,FY2020-21,240590,37,4607,44,70860,1,66253,70869.40582051745
ORD100359,Debit Card,+919475336919,Bangalore,REF26075,West,SKU1168,IN633438,Delhi,Shipped,user_359,FY2020-21,518184,43,4448,19,8180,3,20092,21384.89335951796
ORD100360,Debit Card,+918343120516,Bangalore,REF98267,North,SKU3303,IN733936,Rajasthan,Shipped,user_360,FY2020-21,751998,53,3057,0,44381,3,130086,135258.57491581026
ORD100361,Credit Card,+916195435906,Chennai,REF50570,West,SKU8520,IN669368,Andhra Pradesh,Returned,user_361,FY2020-21,944397,55,2380,35,1694,4,4396,4212.024260702726
ORD100362,Net Banking,+919913488412,Kolkata,REF33156,East,SKU1373,IN430876,Delhi,Shipped,user_362,FY2020-21,806134,43,3235,31,57566,3,169463,179784.18252616248
ORD100363,Net Banking,+919161804851,Bangalore,REF31928,South,SKU9677,IN822224,Haryana,Delivered,user_363,FY2020-21,145219,32,1416,13,58449,3,173931,175808.67894385374
ORD100364,Credit Card,+918453761915,Pune,REF97343,West,SKU7956,IN926040,Madhya Pradesh,Cancelled,user_364,FY2020-21,856733,19,2200,15,81822,1,79622,75726.59126414848
ORD100365,UPI,+919272051801,Bangalore,REF99728,East,SKU3890,IN371092,Manipur,Cancelled,user_365,FY2020-21,427868,23,2098,16,39851,4,157306,171046.06805682508
ORD100366,Credit Card,+918450133155,Jaipur,REF76801,South,SKU1628,IN815470,Bihar,Shipped,user_366,FY2020-21,863236,36,2193,43,39509,2,76825,75391.13855743896
ORD100367,Credit Card,+916150154393,Lucknow,REF77401,South,SKU7409,IN499650,Nagaland,Returned,user_367,FY2020-21,834386,52,2896,41,32618,3,94958,96278.14059132751
ORD100368,Cash on Delivery,+916770831972,Hyderabad,REF95341,East,SKU3678,IN417208,Gujarat,Cancelled,user_368,FY2020-21,808281,41,2737,34,22062,3,63449,61096.946705990835
ORD100369,Credit Card,+916286089822,Lucknow,REF26026,Central,SKU9579,IN406258,Bihar,Shipped,user_369,FY2020-21,355763,31,4409,44,94889,1,90480,87540.3492188497
ORD100370,Credit Card,+917423668237,Mumbai,REF74660,East,SKU2384,IN549677,Bihar,Shipped,user_370,FY2020-21,430800,56,3473,25,30014,4,116583,112691.46144108154
ORD100371,UPI,+916688740143,Lucknow,REF24720,North,SKU3804,IN511767,Nagaland,Cancelled,user_371,FY2020-21,230803,18,2041,24,13605,2,25169,24028.638164126154
ORD100372,UPI,+918645902472,Delhi,REF71488,East,SKU7354,IN343480,Tamil Nadu,Delivered,user_372,FY2020-21,834361,18,58,30,3971,1,3913,3857.3438202640514
ORD100373,Credit Card,+919248216917,Chennai,REF87152,North,SKU3980,IN684282,Maharashtra,Cancelled,user_373,FY2020-21,607361,52,4019,12,4969,4,15857,16553.10616449247
ORD100374,UPI,+919810884641,Delhi,REF95886,Central,SKU8989,IN549173,Gujarat,Delivered,user_374,FY2020-21,707585,44,304,12,17868,1,17564,16022.524665472776
ORD100375,UPI,+919935128832,Ahmedabad,REF75630,North,SKU9572,IN112062,Gujarat,Returned,user_375,FY2020-21,993084,19,4067,9,34332,2,64597,67322.5586908907
ORD100376,Debit Card,+918454109388,Hyderabad,REF17239,East,SKU9800,IN191846,Delhi,Cancelled,user_376,FY2020-21,252230,41,4943,22,16544,2,28145,27125.620039438956
ORD100377,Debit Card,+918068172296,Lucknow,REF97128,North,SKU7506,IN421884,West Bengal,Cancelled,user_377,FY2020-21,544791,53,3043,32,12854,1,9811,8902.35607920432
ORD100378,Cash on Delivery,+917991416189,Hyderabad,REF16469,South,SKU4557,IN535283,Madhya Pradesh,Cancelled,user_378,FY2020-21,467265,57,452,45,23231,4,92472,86322.01009154644
ORD100379,Credit Card,+916239899003,Pune,REF40907,West,SKU2939,IN632746,Odisha,Delivered,user_379,FY2020-21,187239,46,1571,16,6548,4,24621,24344.80451089146
ORD100380,Cash on Delivery,+917080405454,Kolkata,REF32450,East,SKU1351,IN298006,Odisha,Returned,user_380,FY2020-21,917168,32,4311,7,98497,1,94186,103428.50316162079
ORD100381,UPI,+917646217713,Chennai,REF18708,West,SKU1109,IN168572,Gujarat,Delivered,user_381,FY2020-21,951167,29,1561,35,23119,4,90915,94237.14667577104
ORD100382,Debit Card,+916616634639,Delhi,REF25033,South,SKU4676,IN484273,Tamil Nadu,Returned,user_382,FY2020-21,211829,40,2069,49,50804,2,99539,105498.9740948356
ORD100383,Debit Card,+919282765422,Lucknow,REF34030,Central,SKU8703,IN680550,Goa,Shipped,user_383,FY2020-21,217166,55,1194,41,48801,2,96408,90295.75702449455
ORD100384,Net Banking,+916461146597,Lucknow,REF82225,North,SKU1460,IN711749,Tripura,Delivered,user_384,FY2020-21,808956,20,2238,20,91723,1,89485,96473.48901499173
ORD100385,UPI,+917885469490,Kolkata,REF34330,West,SKU4192,IN439511,Tripura,Returned,user_385,FY2020-21,572178,31,915,3,15418,4,60757,57935.48847225212
ORD100386,Debit Card,+916422271489,Lucknow,REF82833,Central,SKU1389,IN193114,Chhattisgarh,Cancelled,user_386,FY2020-21,653334,26,1451,23,46230,3,137239,137445.47920882443
ORD100387,Debit Card,+919388407514,Bangalore,REF72618,Central,SKU9012,IN196065,Rajasthan,Shipped,user_387,FY2020-21,376906,57,4327,19,57267,4,224741,225351.3080034294
ORD100388,Cash on Delivery,+916039021178,Pune,REF30842,East,SKU4006,IN460257,Kerala,Shipped,user_388,FY2020-21,435414,41,1302,48,85273,3,254517,253815.01800769506
ORD100389,Net Banking,+918548524007,Delhi,REF63736,South,SKU9357,IN950024,Karnataka,Returned,user_389,FY2020-21,975447,52,4697,46,56794,1,52097,47720.85278267956
ORD100390,UPI,+917175525864,Chennai,REF46136,East,SKU8741,IN127591,Bihar,Shipped,user_390,FY2020-21,697935,57,415,32,28591,3,85358,81262.4385414265
ORD100391,Credit Card,+918032872551,Jaipur,REF56170,North,SKU1483,IN549159,Bihar,Delivered,user_391,FY2020-21,904466,18,4674,1,24306,2,43938,41984.276382136464
ORD100392,Cash on Delivery,+916021115484,Jaipur,REF41978,North,SKU5170,IN506804,Delhi,Delivered,user_392,FY2020-21,381946,30,4010,33,79787,4,315138,287480.84143333934
ORD100393,Debit Card,+917627795935,Mumbai,REF62478,South,SKU9201,IN798465,Goa,Shipped,user_393,FY2020-21,221802,40,3408,41,42865,1,39457,40250.14604242817
ORD100394,Debit Card,+918096424593,Bangalore,REF18543,South,SKU9689,IN211572,Karnataka,Returned,user_394,FY2020-21,248947,30,1121,5,54630,2,108139,111552.45818489978
ORD100395,Credit Card,+919366238678,Jaipur,REF16724,East,SKU1792,IN270294,Haryana,Cancelled,user_395,FY2020-21,564888,31,2102,8,84052,4,334106,358751.1275942261
ORD100396,Cash on Delivery,+917322938924,Jaipur,REF72321,Central,SKU6821,IN295803,Chhattisgarh,Shipped,user_396,FY2020-21,408987,40,3191,48,21164,3,60301,63903.08565469919
ORD100397,Cash on Delivery,+918433315917,Mumbai,REF50085,East,SKU7562,IN796896,Kerala,Returned,user_397,FY2020-21,457554,19,1707,45,3179,1,1472,1562.5003051224785
ORD100398,Credit Card,+919779921732,Pune,REF31442,South,SKU4647,IN931111,Assam,Delivered,user_398,FY2020-21,627466,27,3953,40,66920,2,129887,139586.22405051134
ORD100399,Credit Card,+918392797843,Jaipur,REF12817,North,SKU5824,IN933412,West Bengal,Returned,user_399,FY2020-21,943958,37,2791,4,56737,2,110683,101164.44213894173
ORD100400,Debit Card,+916142993094,Pune,REF34015,East,SKU1939,IN888617,Rajasthan,Cancelled,user_400,FY2020-21,217368,28,3867,5,67999,4,268129,283599.5404065358
ORD100401,Cash on Delivery,+919315673595,Chennai,REF79712,South,SKU5156,IN983338,Karnataka,Cancelled,user_401,FY2020-21,762751,41,3736,14,92409,2,181082,194671.91264980624
ORD100402,Credit Card,+918346000901,Bangalore,REF50255,South,SKU9549,IN280990,Nagaland,Delivered,user_402,FY2020-21,624485,35,1232,13,95443,1,94211,87038.02972655444
ORD100403,Credit Card,+919607719757,Chennai,REF82432,Central,SKU1027,IN682866,West Bengal,Delivered,user_403,FY2020-21,689405,54,61,24,94397,4,377527,392662.8299878271
ORD100404,Cash on Delivery,+916177872958,Pune,REF51183,West,SKU9337,IN282624,Goa,Returned,user_404,FY2020-21,151948,42,3697,7,22058,4,84535,85804.09469863899
ORD100405,Net Banking,+917298271074,Chennai,REF96876,East,SKU3007,IN317718,Maharashtra,Returned,user_405,FY2020-21,601272,25,1736,19,67102,3,199570,200285.66995574743
ORD100406,Debit Card,+918534160488,Lucknow,REF48962,West,SKU9057,IN345891,Himachal Pradesh,Returned,user_406,FY2020-21,813375,37,115,45,78295,1,78180,75934.15678279713
ORD100407,Cash on Delivery,+917885709829,Lucknow,REF63068,North,SKU9492,IN354188,Nagaland,Delivered,user_407,FY2020-21,766139,23,4073,24,54367,4,213395,205581.5865900677
ORD100408,Credit Card,+916985061886,Pune,REF42563,Central,SKU8952,IN506629,Maharashtra,Shipped,user_408,FY2020-21,213007,28,1572,47,60641,4,240992,255979.79278791792
ORD100409,UPI,+918971693332,Chennai,REF24200,Central,SKU9391,IN142537,Karnataka,Delivered,user_409,FY2020-21,418571,24,2540,14,74371,1,71831,67991.01281767072
ORD100410,Credit Card,+917919888064,Pune,REF74736,East,SKU9204,IN936900,Chhattisgarh,Shipped,user_410,FY2020-21,154305,48,884,15,2589,1,1705,1786.4717084668562
ORD100411,Debit Card,+919309365292,Pune,REF17708,Central,SKU7096,IN663468,Meghalaya,Delivered,user_411,FY2020-21,497235,49,256,46,39287,2,78318,70943.98554671
ORD100412,Debit Card,+919957634427,Bangalore,REF92631,Central,SKU7439,IN549116,Uttar Pradesh,Returned,user_412,FY2020-21,419146,36,3276,38,71654,3,211686,225739.61003171708
ORD100413,Net Banking,+918435530062,Pune,REF29407,West,SKU2303,IN553824,Delhi,Cancelled,user_413,FY2020-21,136260,32,3277,40,56346,4,222107,224010.73859647696
ORD100414,Credit Card,+919269441159,Chennai,REF72884,West,SKU6289,IN429725,Haryana,Returned,user_414,FY2020-21,616997,48,4221,39,51469,3,150186,136922.18489170124
ORD100415,Credit Card,+919389721599,Hyderabad,REF37809,East,SKU8304,IN496578,Andhra Pradesh,Shipped,user_415,FY2020-21,419575,27,2938,11,93681,1,90743,89863.61424194579
ORD100416,Debit Card,+919852817975,Bangalore,REF72900,South,SKU2691,IN730732,Manipur,Shipped,user_416,FY2020-21,367741,28,2887,28,46576,4,183417,197197.94205082927
ORD100417,Debit Card,+919016579827,Hyderabad,REF16774,North,SKU1553,IN743135,Tamil Nadu,Returned,user_417,FY2020-21,718809,28,3420,34,62621,4,247064,249848.89501435793
ORD100418,Cash on Delivery,+919474639839,Lucknow,REF99151,South,SKU1205,IN261849,Kerala,Cancelled,user_418,FY2020-21,862699,22,3460,6,78805,4,311760,340003.30087625375
ORD100419,Net Banking,+918087410823,Bangalore,REF68657,East,SKU3175,IN233974,Andhra Pradesh,Delivered,user_419,FY2020-21,605063,43,2451,5,12099,3,33846,33872.95044393659
ORD100420,UPI,+919413342396,Kolkata,REF69521,Central,SKU4930,IN174015,Nagaland,Cancelled,user_420,FY2020-21,736617,28,3133,7,1531,2,-71,-66.32484035425598
ORD100421,UPI,+917066680368,Chennai,REF85170,North,SKU6335,IN380852,Tamil Nadu,Delivered,user_421,FY2020-21,520972,27,1743,36,99969,4,398133,359555.0228134485
ORD100422,Cash on Delivery,+916819739682,Bangalore,REF48339,South,SKU2874,IN436676,Maharashtra,Delivered,user_422,FY2020-21,251281,24,447,18,27270,4,108633,103452.6454149047
ORD100423,Debit Card,+916582499751,Mumbai,REF27687,East,SKU3241,IN682274,Bihar,Delivered,user_423,FY2020-21,930094,41,4375,19,5635,4,18165,16943.839767300553
ORD100424,Net Banking,+918872524191,Pune,REF26514,Central,SKU4885,IN325780,Bihar,Delivered,user_424,FY2020-21,323912,44,2668,37,79941,2,157214,146255.01852854053
ORD100425,Net Banking,+917615634379,Mumbai,REF59278,North,SKU8557,IN978071,Rajasthan,Cancelled,user_425,FY2020-21,402382,44,1235,13,60174,1,58939,55053.878728417476
ORD100426,Credit Card,+919497081309,Hyderabad,REF70889,Central,SKU4733,IN537439,Haryana,Delivered,user_426,FY2020-21,263058,45,1882,0,88090,4,350478,376110.4048309362
ORD100427,Cash on Delivery,+916925665623,Jaipur,REF30041,West,SKU5244,IN205313,Karnataka,Shipped,user_427,FY2020-21,930100,54,3133,30,79652,1,76519,82696.84444821623
ORD100428,Cash on Delivery,+917912815154,Lucknow,REF33137,East,SKU7372,IN617505,Odisha,Shipped,user_428,FY2020-21,982446,43,1751,39,8988,2,16225,16127.104206106082
ORD100429,Cash on Delivery,+917776924524,Jaipur,REF45017,North,SKU6496,IN481528,Meghalaya,Delivered,user_429,FY2020-21,168870,48,401,34,4371,2,8341,7730.987417025598
ORD100430,Credit Card,+917177887740,Bangalore,REF87811,East,SKU6386,IN170052,Madhya Pradesh,Shipped,user_430,FY2020-21,262970,24,4775,27,4783,3,9574,9803.054866983079
ORD100431,Credit Card,+918315414669,Lucknow,REF56454,West,SKU2165,IN873957,Karnataka,Shipped,user_431,FY2020-21,384643,24,4811,16,44074,1,39263,39829.38486112538
ORD100432,Net Banking,+919024559850,Delhi,REF40552,Central,SKU3027,IN988908,Madhya Pradesh,Delivered,user_432,FY2020-21,643851,28,4746,26,82192,2,159638,144475.09621007147
ORD100433,Net Banking,+919566048765,Delhi,REF68504,South,SKU7015,IN691576,Meghalaya,Delivered,user_433,FY2020-21,507873,45,1043,20,44034,4,175093,158015.44763286173
ORD100434,Debit Card,+918476566408,Ahmedabad,REF42845,East,SKU9072,IN797416,Goa,Cancelled,user_434,FY2020-21,265541,45,1558,21,77378,3,230576,229565.36901397866
ORD100435,Debit Card,+917758675586,Hyderabad,REF32844,West,SKU4590,IN976675,Meghalaya,Returned,user_435,FY2020-21,498152,19,904,25,93741,3,280319,278390.22441797383
ORD100436,Debit Card,+917880055189,Kolkata,REF94090,West,SKU7438,IN206167,Rajasthan,Delivered,user_436,FY2020-21,325883,30,471,1,97114,4,387985,394650.0095987121
ORD100437,Credit Card,+918116773418,Hyderabad,REF12230,North,SKU9794,IN836583,Maharashtra,Shipped,user_437,FY2020-21,750690,48,2488,24,13491,4,51476,54979.71558401057
ORD100438,Net Banking,+917155661895,Lucknow,REF77772,South,SKU6399,IN741580,Goa,Returned,user_438,FY2020-21,942070,44,1473,48,76161,1,74688,71380.59952350856
ORD100439,Credit Card,+919849842988,Kolkata,REF90114,East,SKU7151,IN376764,Meghalaya,Shipped,user_439,FY2020-21,487159,24,1861,17,70664,2,139467,145565.58258521798
ORD100440,Cash on Delivery,+918431085119,Kolkata,REF45552,North,SKU3417,IN537738,Tamil Nadu,Returned,user_440,FY2020-21,626007,29,827,2,96833,3,289672,290100.31781308947
ORD100441,Net Banking,+919205617045,Mumbai,REF46254,North,SKU2495,IN873749,Jharkhand,Returned,user_441,FY2020-21,352270,56,338,32,89625,1,89287,86066.484461125
ORD100442,Net Banking,+919950180616,Bangalore,REF90464,East,SKU2152,IN553566,Jharkhand,Cancelled,user_442,FY2020-21,272206,38,3273,23,21213,1,17940,19202.267176659494
ORD100443,UPI,+918057250328,Delhi,REF34442,North,SKU4521,IN328091,Gujarat,Delivered,user_443,FY2020-21,457670,30,2292,45,6748,1,4456,4589.150476765895
ORD100444,Debit Card,+917486870700,Delhi,REF70827,West,SKU1964,IN456730,Karnataka,Returned,user_444,FY2020-21,214382,41,3046,30,91570,3,271664,245627.75561099168
ORD100445,Net Banking,+919731828178,Delhi,REF43567,South,SKU6810,IN421826,Uttarakhand,Shipped,user_445,FY2020-21,731242,53,4977,28,38556,4,149247,163718.8729111617
ORD100446,UPI,+916661891320,Pune,REF96407,South,SKU8476,IN488033,Tripura,Returned,user_446,FY2020-21,611983,25,1653,4,68062,1,66409,71026.45404274533
ORD100447,Credit Card,+917546059792,Bangalore,REF40346,Central,SKU2036,IN408458,Chhattisgarh,Returned,user_447,FY2020-21,502181,36,4409,11,13439,1,9030,8714.94257015999
ORD100448,Cash on Delivery,+918259283160,Jaipur,REF41204,North,SKU1532,IN223218,Maharashtra,Cancelled,user_448,FY2020-21,676194,53,2275,27,41339,1,39064,37151.09501394335
ORD100449,UPI,+919141667193,Bangalore,REF16325,South,SKU2796,IN427000,Andhra Pradesh,Returned,user_449,FY2020-21,474097,29,2011,27,17369,4,67465,60834.70437996055
ORD100450,Debit Card,+917594079394,Ahmedabad,REF51783,West,SKU7308,IN863465,Meghalaya,Delivered,user_450,FY2020-21,770723,56,4226,26,66911,4,263418,282385.5471820958
ORD100451,Cash on Delivery,+917526690401,Kolkata,REF96283,Central,SKU8941,IN322428,Gujarat,Shipped,user_451,FY2020-21,761894,24,4694,3,87629,2,170564,187304.70440073678
ORD100452,Cash on Delivery,+917614742207,Kolkata,REF48044,West,SKU7759,IN446158,Odisha,Shipped,user_452,FY2020-21,214918,51,368,29,52330,2,104292,101847.26201878714
ORD100453,Net Banking,+918585569426,Pune,REF75935,West,SKU5287,IN891981,Goa,Shipped,user_453,FY2020-21,870521,34,2296,36,49386,1,47090,49607.06896008727
ORD100454,Credit Card,+919449797936,Mumbai,REF75810,Central,SKU5619,IN162209,Delhi,Cancelled,user_454,FY2020-21,907182,30,4008,46,84617,3,249843,261862.61568633278
ORD100455,UPI,+916069256095,Kolkata,REF40620,Central,SKU6404,IN998998,Uttar Pradesh,Shipped,user_455,FY2020-21,469974,43,3604,28,2628,4,6908,6516.782550788295
ORD100456,Debit Card,+917472306406,Hyderabad,REF87619,Central,SKU9830,IN631951,Maharashtra,Shipped,user_456,FY2020-21,150389,57,3333,22,98545,3,292302,295329.3443703625
ORD100457,Net Banking,+917806266326,Chennai,REF89981,North,SKU8063,IN277047,Kerala,Returned,user_457,FY2020-21,658943,22,3576,43,40259,3,117201,108561.9163437067
ORD100458,Credit Card,+919140346048,Pune,REF66471,West,SKU5398,IN460592,Odisha,Shipped,user_458,FY2020-21,879966,33,2006,9,88309,2,174612,169970.6344209291
ORD100459,Credit Card,+917452968481,Chennai,REF46600,South,SKU7512,IN105091,Assam,Returned,user_459,FY2020-21,550628,24,3646,41,45499,2,87352,84093.76553460828
ORD100460,Net Banking,+918105194877,Bangalore,REF65147,West,SKU4127,IN602710,Uttar Pradesh,Shipped,user_460,FY2020-21,556862,48,2691,33,13817,2,24943,25293.713289215168
ORD100461,Net Banking,+916845154931,Chennai,REF91702,South,SKU6216,IN422003,Karnataka,Returned,user_461,FY2020-21,706755,26,2675,36,14785,1,12110,12620.798902324275
ORD100462,Debit Card,+917406825480,Mumbai,REF19463,South,SKU3801,IN656130,Jharkhand,Delivered,user_462,FY2020-21,502267,26,4024,18,76839,2,149654,141495.51822006042
ORD100463,UPI,+917927099362,Jaipur,REF58553,South,SKU5315,IN686099,Tamil Nadu,Cancelled,user_463,FY2020-21,591109,53,4707,24,84406,3,248511,225335.30016774836
ORD100464,Cash on Delivery,+916173369675,Kolkata,REF45209,South,SKU9416,IN100645,Jharkhand,Returned,user_464,FY2020-21,851170,45,4583,8,46661,1,42078,43799.958165863
ORD100465,Debit Card,+916183235452,Kolkata,REF79082,Central,SKU5766,IN768639,Manipur,Returned,user_465,FY2020-21,446806,57,4167,12,17810,3,49263,51429.72647268739
ORD100466,Net Banking,+918955956558,Ahmedabad,REF96622,East,SKU4317,IN115160,Tripura,Delivered,user_466,FY2020-21,637423,26,2715,6,55263,2,107811,102770.374239665
ORD100467,Debit Card,+918687286481,Chennai,REF32577,West,SKU2460,IN664043,Maharashtra,Delivered,user_467,FY2020-21,655524,40,4639,36,41722,2,78805,80345.54294780559
ORD100468,UPI,+918355637466,Mumbai,REF76930,East,SKU9554,IN303908,Goa,Delivered,user_468,FY2020-21,561367,33,3143,30,4931,2,6719,6646.958082721668
ORD100469,Net Banking,+919409847088,Kolkata,REF12175,East,SKU2551,IN147859,Karnataka,Delivered,user_469,FY2020-21,441606,33,3068,16,80053,3,237091,238726.97462090862
ORD100470,Net Banking,+918832300009,Kolkata,REF94344,Central,SKU9279,IN238047,Uttar Pradesh,Shipped,user_470,FY2020-21,217213,29,1277,36,74865,2,148453,156758.2811823687
ORD100471,UPI,+918436587133,Delhi,REF53690,South,SKU2197,IN905737,Odisha,Cancelled,user_471,FY2020-21,188446,28,2227,21,3522,2,4817,4806.318840800251
ORD100472,Cash on Delivery,+919309528082,Kolkata,REF78426,North,SKU8053,IN407048,Telangana,Cancelled,user_472,FY2020-21,496321,21,1919,29,27993,1,26074,28391.533945838728
ORD100473,Net Banking,+916929915914,Pune,REF49779,South,SKU2430,IN324494,Gujarat,Delivered,user_473,FY2020-21,483147,19,1125,44,90419,2,179713,178377.16418878568
ORD100474,Debit Card,+918143465821,Mumbai,REF33051,East,SKU5944,IN587029,Meghalaya,Shipped,user_474,FY2020-21,262369,25,1361,42,7234,1,5873,5717.476158538952
ORD100475,UPI,+917910019710,Jaipur,REF60320,North,SKU6345,IN444971,Bihar,Delivered,user_475,FY2020-21,900867,50,4655,36,9305,4,32565,30640.342975742544
ORD100476,Cash on Delivery,+916568426184,Chennai,REF99442,South,SKU8195,IN594406,West Bengal,Shipped,user_476,FY2020-21,244611,38,831,14,34291,3,102042,109854.21776010508
ORD100477,Net Banking,+919312939107,Jaipur,REF80714,Central,SKU4087,IN460324,Chhattisgarh,Cancelled,user_477,FY2020-21,137432,32,3645,35,58609,3,172182,179609.11222756765
ORD100478,UPI,+919130294508,Mumbai,REF84715,West,SKU2490,IN895811,Chhattisgarh,Delivered,user_478,FY2020-21,261025,21,406,41,39464,1,39058,42881.42326983396
ORD100479,UPI,+918121761716,Hyderabad,REF78891,Central,SKU3796,IN751984,Madhya Pradesh,Returned,user_479,FY2020-21,892840,48,2655,8,88459,3,262722,240858.9302245628
ORD100480,Credit Card,+917162756603,Lucknow,REF53183,West,SKU8862,IN629224,Uttar Pradesh,Returned,user_480,FY2020-21,492817,49,230,40,39207,3,117391,109697.39447927465
ORD100481,UPI,+919758865766,Lucknow,REF85919,South,SKU1661,IN836845,Tripura,Returned,user_481,FY2020-21,274320,38,4797,15,16414,1,11617,12438.71324404927
ORD100482,UPI,+918573939768,Kolkata,REF46802,North,SKU6369,IN470678,Himachal Pradesh,Delivered,user_482,FY2020-21,408493,52,1984,22,79028,1,77044,77689.76485436353
ORD100483,Cash on Delivery,+916054351155,Kolkata,REF88272,South,SKU9731,IN212865,Uttarakhand,Returned,user_483,FY2020-21,917942,47,1561,45,77926,1,76365,73636.74246114487
ORD100484,Cash on Delivery,+919695721072,Kolkata,REF53121,West,SKU4183,IN397501,Odisha,Shipped,user_484,FY2020-21,752017,32,4568,27,41029,3,118519,122644.55223226863
ORD100485,Credit Card,+918225264254,Lucknow,REF21295,Central,SKU9619,IN838193,Gujarat,Delivered,user_485,FY2020-21,983456,24,2881,44,71367,1,68486,64888.05670623025
ORD100486,UPI,+919659489000,Lucknow,REF70141,West,SKU4236,IN728242,Meghalaya,Returned,user_486,FY2020-21,482517,42,182,12,29089,1,28907,30545.14392438786
ORD100487,UPI,+919619367226,Hyderabad,REF36673,East,SKU4573,IN374226,Meghalaya,Returned,user_487,FY2020-21,258938,45,4776,13,5440,1,664,695.5799095627953
ORD100488,Debit Card,+919886271430,Jaipur,REF71933,South,SKU9468,IN249317,Telangana,Returned,user_488,FY2020-21,618086,41,38,27,56302,1,56264,53259.84405157311
ORD100489,Debit Card,+918671442511,Ahmedabad,REF39620,East,SKU7787,IN352799,Telangana,Delivered,user_489,FY2020-21,372294,31,2999,33,66118,1,63119,67805.88918504099
ORD100490,Credit Card,+916867562662,Mumbai,REF85793,East,SKU6401,IN686653,Chhattisgarh,Shipped,user_490,FY2020-21,432218,19,3290,49,6907,3,17431,18903.647190371772
ORD100491,Debit Card,+919836436149,Bangalore,REF92818,North,SKU8065,IN629840,Tripura,Shipped,user_491,FY2020-21,459431,22,4856,21,5699,4,17940,17656.092781940326
ORD100492,UPI,+916125914473,Bangalore,REF61881,Central,SKU8019,IN408732,Uttarakhand,Cancelled,user_492,FY2020-21,892007,41,414,13,8173,2,15932,16812.193646835487
ORD100493,Cash on Delivery,+919447973180,Bangalore,REF25495,South,SKU9850,IN244425,Karnataka,Returned,user_493,FY2020-21,847037,28,2515,46,11361,1,8846,8577.621927514772
ORD100494,Debit Card,+918735561317,Chennai,REF81553,West,SKU3716,IN366946,Chhattisgarh,Cancelled,user_494,FY2020-21,572870,59,3863,47,78527,1,74664,78287.40628165363
ORD100495,Credit Card,+919771075773,Kolkata,REF96474,West,SKU5802,IN342326,Gujarat,Shipped,user_495,FY2020-21,809597,23,2345,10,63337,4,251003,258383.72577076382
ORD100496,Debit Card,+917872332787,Pune,REF46480,East,SKU9600,IN144365,Bihar,Returned,user_496,FY2020-21,424618,43,3621,49,76897,3,227070,236978.94984828678
ORD100497,UPI,+916027841669,Hyderabad,REF50941,Central,SKU3629,IN918096,Manipur,Delivered,user_497,FY2020-21,940754,28,3686,46,39605,3,115129,123232.35014976843
ORD100498,UPI,+916668079144,Mumbai,REF34551,East,SKU7366,IN174589,Kerala,Shipped,user_498,FY2020-21,650964,49,1623,27,24456,3,71745,66054.88236339614
